"","time.list"
"204",2.51792259752412
"205",2.48691970640122
"206",2.43375403380289
"207",2.43181551135701
"208",2.4141386216776
"209",2.37768096690025
"210",2.34526155028786
"211",2.33712190285235
"212",2.32636061086924
"213",2.30676616422358
"214",2.28376731909571
"215",2.27585214705971
"216",2.27277883560902
"217",2.26834641035487
"218",2.25148689781436
"219",2.25128445329113
"220",2.230354473798
"221",2.22542706230981
"222",2.22465950445914
"223",2.20649623766333
"224",2.1899433862058
"225",2.18387317934969
"226",2.13893434587029
"227",2.13225538208646
"228",2.10953415015505
"229",2.10161889632501
"230",2.09977577924337
"231",2.07481090572502
"232",2.01887934934381
"233",2.01713591142729
"234",1.9891924496131
"235",1.98502081770561
"236",1.97723794090211
"237",1.94006247178348
"238",1.9369065075939
"239",1.91795039378692
"240",1.9175500330053
"241",1.89880465243697
"242",1.88818486708325
"243",1.85455193660952
"244",1.85304985836142
"245",1.83317680272676
"246",1.82673519104047
"247",1.81711154479994
"248",1.80218337474242
"249",1.76049095508281
"250",1.73012693015531
"251",1.71525947883373
"252",1.70546294312908
"253",1.6418792045104
"254",1.63012009900301
"255",1.6290178180108
"256",1.57393445003206
"257",1.56895249106101
"258",1.56619378269217
"259",1.56413639924494
"260",1.48346033142544
"261",1.45264334039671
"262",1.42187856016947
"263",1.40642829139809
"264",1.39679274415381
"265",1.39031045658526
"266",1.38148788725673
"267",1.37470835602605
"268",1.36470707628857
"269",1.34793862661918
"270",1.34337696820264
"271",1.32610379527478
"272",1.30040408084169
"273",1.24709216998598
"274",1.22938491168634
"275",1.21279980918692
"276",1.2005663123508
"277",1.1893183053673
"278",1.18742505818133
"279",1.18527020565107
"280",1.17442718387091
"281",1.15898634350878
"282",1.14756131745316
"283",1.13311199522897
"284",1.11361179842201
"285",1.058249033985
"286",1.04409389238552
"287",1.03669964954078
"288",0.998695017762161
"289",0.93780731740892
"290",0.915460990722705
"291",0.906206320707891
"292",0.87717846093256
"293",0.828105704370937
"294",0.724304436350574
"295",0.694801081827054
"296",0.64072571137652
"297",0.625813034950884
"298",0.618449828899626
"299",0.485366533957281
"300",0.368677963524128
"301",0.323948992413785
"302",0.323637734194287
"303",0.228501264865672
"304",0.222490121994349
"305",0.091060006886579
"306",0.0531095248693383
"307",0.0483090887661692
"308",0.0407296497578127
"309",0
